VendorNumber__,OrderNumber__,ItemNumber__,Description__,OrderedAmount__,OrderedQuantity__,DeliveredAmount__,DeliveredQuantity__,InvoicedAmount__,InvoicedQuantity__,TaxCode__,CompanyCode__,UnitPrice__,PartNumber__,GLAccount__,CostCenter__,BudgetID__,TaxRate__
V02458,51504,26132,Exp1 Single Phase With Fusion Gun includes: 1-259024 XP1 1PH 1-246679 MAIN HOSE 1-246055 WHIP HOSE 1-246100 FUSION GUN 1-AR2020 KIT RPR AIR PURGE RD 00,15588.00,1,15588.00,1,0,0,,19,,26132,110,,,
V02458,51504,2689,Kit T1 With Plumbing contains 2 - 256200 T-1 pumps 2 - 217382 Hose fluid 10 ft. 4 - 113344 Fitting swivel; 1/2 npt(m) x 3/4 nps(f),1812.00,1,1812.00,1,0,0,,19,,2689,110,,,
V02458,51504,28683,CIRCULATION KIT 2-GH45010 2- G162449 2- G246477,562.80,1,562.80,1,0,0,,19,,28683,110,,,
V02458,51504,2592,Control Air Manifold,395.40,1,395.40,1,0,0,,19,,2592,110,,,
V02458,51504,2234,Hose,113.10,3,113.10,3,0,0,,19,,2234,110,,,
V02458,51504,2233,Hose 109124,32.64,1,32.64,1,0,0,,19,,2233,110,,,
V03105,51507,14986,UL LP 23 LP 2:1 COAT A - 55 GALLON DRUM,782.50,500,782.50,500,0,0,,19,,14986,110,,,
V03105,51507,14987,UL LP 23 LP 2:1 COAT B BLACK DRUM,987.30,900,987.30,900,0,0,,19,,14987,110,,,
V02891,51535,28884,CU-1091 ISOCYANATE - 5 GAL PAIL,.00,5,.00,5,0,0,,19,,28884,110,,,
V02891,51535,28885,CU-1091 RESIN - 5 GAL PAIL,.00,5,.00,5,0,0,,19,,28885,110,,,
V03646,51613,13108,2019 FORD F150 S/CREWG2 BAKFLIP TONNEAU COVERVIN #1FTFW1E54KFC88897Factory Order# 3135,997.50,1,997.50,1,0,0,,2,,13108,1892,,,
V03646,51613,13108,LABOR,66.50,1,66.50,1,0,0,,2,,13108,1892,,,
V03929,51617,13108,2020 CHEV Silver 1500 4x4 Crew 157VIN# N/AFactory Order Number: XDRD4XBetter Built 73010911 Crown Series LowProfile Crossover Tool Box L 69 in. x W 20 in. xH 13 in. Brite Aluminum Single Lid CrownSeries Low Profile Crossover Tool Box,372.00,1,372.00,1,0,0,,2,,13108,1892,,,
V03929,51617,13108,Labor performed - install tool box mount fireextinguisher apply customer supplied decalsand truck numbers,255.75,5,255.75,5,0,0,,2,,13108,1892,,,
V03929,51619,13108,2020 CHEV Silver 1500 4x4 Crew 157VIN# N/AFactory Order Number: XDRND7Better Built 73010911 Crown Series LowProfile Crossover Tool Box L 69 in. x W 20 in. xH 13 in. Brite Aluminum Single Lid CrownSeries Low Profile Crossover Tool Box,372.00,1,372.00,1,0,0,,2,,13108,1892,,,
V03929,51619,13108,Labor performed - install tool box mount fireextinguisher apply customer supplied decalsand truck numbers,255.75,5,255.75,5,0,0,,2,,13108,1892,,,
V03105,51622,,bracing & blocking fee,300.00,,300.00,,0,0,,19,,,1083,,,
V03105,51622,16293,UL KG 8663 SIDE A OE 55 GAL DRUM,63066.17,1500,63066.17,1500,0,0,,19,,16293,110,,,
V03105,51622,16294,UL KG 8663 SIDE B BLACK OE 55 GAL DRUM***WINTER BLEND***,50818.70,1500,50818.70,1500,0,0,,19,,16294,110,,,
V01490,51624,22690,AutoGear Spray On Bedliner,375.00,1,375.00,1,0,0,,2,,22690,110,,,
V00408,51640,3128,Sprayover Bed Tags,2860.00,5500,2860.00,5500,0,0,,2,,3128,110,,,
V02601,51647,28851,High-Strength HTD Timing Belt,852.60,6,852.60,6,0,0,,19,,28851,110,,,
V03105,51660,15184,UL MPL 55 TOTE COAT A (250 GAL) - LABEL UL XT 66 COAT A,3202.29,2415,3202.29,2415,0,0,,19,,15184,110,,,
V03105,51660,15185,UL MPL 55 TOTE COAT B BLACK (250 GAL) - LABEL AS UL XT 66,2851.00,2178,2851.00,2178,0,0,,19,,15185,110,,,
V03614,51724,13108,2019 RAM 2500 4X4 Crew CabVIN# 3C6UR5HJ5KG574083Shuttling,142.50,1,142.50,1,0,0,,2,,13108,1892,,,
V03614,51724,13108,Shop Supplies,95.00,1,95.00,1,0,0,,2,,13108,1892,,,
V03614,51724,13108,Labor,2125.63,1,2125.63,1,0,0,,2,,13108,1892,,,
V02641,51731,,bracking & blocking fee container,300.00,,300.00,,0,0,,19,,,1899,,,
V02641,51731,15726,UL MPL 55 TOTE COAT A 250 GAL,34776.00,19320,34776.00,19320,0,0,,19,,15726,110,,,
V02641,51731,15187,UL MPL 55 TOTE COAT B BLK 250 GAL TOTE,31363.20,17424,31363.20,17424,0,0,,19,,15187,110,,,
V02663,51744,,,19.08,,19.08,,0,0,,19,,,1897,,,
V02663,51744,,,3.69,,3.69,,0,0,,19,,,1897,,,
V02663,51744,,,109.69,,109.69,,0,0,,19,,,1897,,,
V03105,51783,22348,AG SG 9294 COAT B 1 GALLON CAN,.00,3,.00,3,0,0,,19,,22348,110,,,
V03105,51783,12855,NOTE:  Order is shipping with PO51709 due to being damaged on PO51728 by Fedex#775915138847. Per customer 2nd box never made it to them when checking Fedex tracking package shows damaged handling.,.00,1,.00,1,0,0,,19,,12855,1867,,,
V02641,51828,15726,UL MPL 55 TOTE COAT A 250 GAL,34776.00,19320,34776.00,19320,0,0,,19,,15726,110,,,
V02641,51828,15187,UL MPL 55 TOTE COAT B BLK 250 GAL TOTE,31363.20,17424,31363.20,17424,0,0,,19,,15187,110,,,
V02641,51828,31086,UL MPL 55 TOTE COAT A 250 GAL,34776.00,19320,34776.00,19320,0,0,,19,,31086,110,,,
V02641,51828,31087,UL MPL 55 TOTE COAT B BLK 250 GAL TOTE,31363.20,17424,31363.20,17424,0,0,,19,,31087,110,,,
V02458,51835,2707,117-517 Air Cap O-Ring Pk/6,445.74,17,445.74,17,0,0,,19,,2707,110,,,
V02458,51835,2825,AR3737 Mix Chamber,120.30,1,120.30,1,0,0,,19,,2825,110,,,
V02458,51835,2384,Wire Harness 15B380,438.00,2,438.00,2,0,0,,19,,2384,110,,,
V02458,51835,10367,PRESURE TRANSDUCER,949.20,7,949.20,7,0,0,,19,,10367,110,,,
V02458,51835,2949,7554-06 O-Ring,27.00,25,27.00,25,0,0,,19,,2949,110,,,
V02458,51835,13366,KIT BURST DISC,94.50,1,94.50,1,0,0,,19,,13366,110,,,
V02458,51835,12784,GUNAIRPRO AUTOHVLP(.055),1851.75,3,1851.75,3,0,0,,19,,12784,110,,,
V02458,51835,13974,24D730 KIT 1050 CENTER REBUILD FK,350.20,2,350.20,2,0,0,,19,,13974,110,,,
V02458,51835,2776,Kit "A" Side Valve,1723.20,16,1723.20,16,0,0,,19,,2776,110,,,
V02458,51835,2934,23965-00 P2 Trigger Piston,636.00,5,636.00,5,0,0,,19,,2934,110,,,
V02458,51835,14126,289791 KIT AIR CAP SEALS,151.15,5,151.15,5,0,0,,19,,14126,110,,,
V02458,51835,12742,KIT NOZZLEPRESS FEED.055,648.45,15,648.45,15,0,0,,19,,12742,110,,,
V02458,51835,11358,KIT SERVICE 1040,1723.80,3,1723.80,3,0,0,,19,,11358,110,,,
V02458,51835,2686,Heater Control Module,517.20,1,517.20,1,0,0,,19,,2686,110,,,
V02458,51835,2385,CABLE CONTROL TO DISPLAY,149.40,1,149.40,1,0,0,,19,,2385,110,,,
V02458,51835,2824,AR2929 With Drills,117.30,1,117.30,1,0,0,,19,,2824,110,,,
V02458,51835,12644,KITREPAIRSEALS T1,856.80,12,856.80,12,0,0,,19,,12644,110,,,
V02458,51835,2690,KitRepairSealst1Upper,428.40,12,428.40,12,0,0,,19,,2690,110,,,
V02458,51835,12611,KitRepairSealst1Lower,651.60,12,651.60,12,0,0,,19,,12611,110,,,
V00054,51853,26597,Desmodur XP 258024 DRUMSDELIVER 8-23,67501.35,11905,67501.35,11905,0,0,,2,,26597,110,,,
V00054,51853,26598,Desmodur XP 2580 - 2205 LBS. PER TOTE2 TOTESDELIVER 8-23,24999.03,4409,24999.03,4409,0,0,,2,,26598,110,,,
V00054,51853,26529,Desmodur N 39004 -  TOTES,58491.00,9700,58491.00,9700,0,0,,2,,26529,110,,,
V00054,51853,13339,SHELF LIFE REQUIREMENT IS FOR ALL PRODUCTS SHIPPED TO HAVE A MINIMUM OF 75% SHELF LIFE REMAINING.  PRODUCTS WITH LESS THAN THIS MUST HAVE WRITTEN CONFIRMATION OF APPROVAL INCLUDING DATES AND LOT #'S OF PRODUCT PRIOR TO SHIPPING.,.00,1,.00,1,0,0,,2,,13339,1867,,,
V00208,51855,,,.00,,.00,,0,0,,2,,,1899,,,
V03909,51907,,,1371.01,,1371.01,,0,0,,19,,,1083,,,
V03909,51907,,,1474.20,,1474.20,,0,0,,19,,,1083,,,
V03909,51907,,,1580.38,,1580.38,,0,0,,19,,,1083,,,
V03909,51907,,,199.80,,199.80,,0,0,,19,,,1083,,,
V03909,51907,,,229.50,,229.50,,0,0,,19,,,1083,,,
V03909,51907,,,98.00,,98.00,,0,0,,19,,,1083,,,
V03940,51908,13108,2019 RAM 1500 Classic 4X4 CC	VIN# 1C6RR7ST0KS6720372019 ram 1500 DEE ZEE HEADACHE RACK W/LIGHT BAR,135.38,1,135.38,1,0,0,,2,,13108,1892,,,
V03940,51908,13108,Weather Gaurd 121-5-01 Tool Box,90.25,1,90.25,1,0,0,,2,,13108,1892,,,
V03940,51908,13108,ECCO LIGHT 5590CA REFLEX,90.25,1,90.25,1,0,0,,2,,13108,1892,,,
V03940,51909,13108,2019 RAM 1500 Classic 4X4 CC	VIN# 1C6RR7ST4KS6720422019 ram 1500 DEE ZEE HEADACHE RACK W/LIGHT BAR,135.38,1,135.38,1,0,0,,2,,13108,1892,,,
V03940,51909,13108,Weather Gaurd 121-5-01 Tool Box,90.25,1,90.25,1,0,0,,2,,13108,1892,,,
V03940,51909,13108,ECCO LIGHT 5590CA REFLEX,90.25,1,90.25,1,0,0,,2,,13108,1892,,,
V03940,51910,13108,2019 RAM 1500 Classic 4X4 CC	VIN# 1C6RR7STXKS6720452019 ram 1500 DEE ZEE HEADACHE RACK W/LIGHT BAR,135.38,1,135.38,1,0,0,,2,,13108,1892,,,
V03940,51910,13108,Weather Gaurd 121-5-01 Tool Box,90.25,1,90.25,1,0,0,,2,,13108,1892,,,
V03940,51910,13108,ECCO LIGHT 5590CA REFLEX,90.25,1,90.25,1,0,0,,2,,13108,1892,,,
V03940,51911,13108,2019 RAM 1500 Classic 4X4 CC	VIN# 1C6RR7ST4KS6720562019 ram 1500 DEE ZEE HEADACHE RACK W/LIGHT BAR,135.38,1,135.38,1,0,0,,2,,13108,1892,,,
V03940,51911,13108,Weather Gaurd 121-5-01 Tool Box,90.25,1,90.25,1,0,0,,2,,13108,1892,,,
V03940,51911,13108,ECCO LIGHT 5590CA REFLEX,90.25,1,90.25,1,0,0,,2,,13108,1892,,,
V03105,51923,,,1.00,,1.00,,0,0,,19,,,1899,,,
V03105,51923,,,1.00,,1.00,,0,0,,19,,,1899,,,
V03105,51923,21433,X50-1205 A (Aliphatic Spray Cartridge Grade)** 3 QTY - 5 GAL PAILS ** ,616.50,150,616.50,150,0,0,,19,,21433,110,,,
V03105,51923,21432,X50-1205 B-(Aliphatic Spray Cartridge Grade)** 3 QTY - 5 GAL PAILS ** ,580.50,150,580.50,150,0,0,,19,,21432,110,,,
V02641,51932,15726,UL MPL 55 TOTE COAT A 250 GAL,8694.00,4830,8694.00,4830,0,0,,19,,15726,110,,,
V02641,51932,15187,UL MPL 55 TOTE COAT B BLK 250 GAL TOTE,7840.80,4356,7840.80,4356,0,0,,19,,15187,110,,,
V03521,51946,18608,GT027 PRO A-1 KNIFE,19.95,3,19.95,3,0,0,,2,,18608,110,,,
V03521,51946,18612,GT040 SLIM FOOT,67.36,2,67.36,2,0,0,,2,,18612,110,,,
V03521,51946,18623,GT071 SUPER PREP TOWELS,60.50,2,60.50,2,0,0,,2,,18623,110,,,
V03521,51946,18624,GT076 FILM OPAQUER - THIN POINT,10.26,2,10.26,2,0,0,,2,,18624,110,,,
V03521,51946,18625,GT077 FILM OPAQUER BROAD POINT,11.50,2,11.50,2,0,0,,2,,18625,110,,,
V03521,51946,18628,GT083W WHITE CHIZLER,4.88,8,4.88,8,0,0,,2,,18628,110,,,
V03521,51946,18630,GT085 WHT SCRUB PAD,14.60,20,14.60,20,0,0,,2,,18630,110,,,
V03521,51946,18634,GT086BLK BLACK HARD CARD SQUEEGEE,14.08,8,14.08,8,0,0,,2,,18634,110,,,
V03521,51946,18636,GT086GLD GOLD HARD CARD SQUEEGEE,20.88,8,20.88,8,0,0,,2,,18636,110,,,
V03521,51946,18645,GT097 BOTTLE ONLY 32 OZ,6.08,8,6.08,8,0,0,,2,,18645,110,,,
V03521,51946,18647,GT098N MAXI TRIGGER/NOZZLE,16.64,8,16.64,8,0,0,,2,,18647,110,,,
V03521,51946,18655,GT1022 STROKE DOCTOR,47.70,2,47.70,2,0,0,,2,,18655,110,,,
V03521,51946,18660,GT1036 - SIMPLE PINK - GALLON,43.12,2,43.12,2,0,0,,2,,18660,110,,,
V03521,51946,18662,GT1042 RED TITAN SQUEEGEE,24.18,2,24.18,2,0,0,,2,,18662,110,,,
V03521,51946,18673,GT1080 ERGODYNE 5706 13 POCKET APRON,57.24,3,57.24,3,0,0,,2,,18673,110,,,
V03521,51946,18675,OLFA AB-50S S.S. SNAP BLADES(50PK),39.22,2,39.22,2,0,0,,2,,18675,110,,,
V03521,51946,18681,GT122 BLUE POWER MAX W/HANDLE,32.92,2,32.92,2,0,0,,2,,18681,110,,,
V03521,51946,18682,GT137 STAINLESS STEEL 1" BLADES,24.46,2,24.46,2,0,0,,2,,18682,110,,,
V03521,51946,18683,GT138 H.D. 1" SCRAPER,2.16,2,2.16,2,0,0,,2,,18683,110,,,
V03521,51946,18689,GT147S - 18 1/2" YELLOW TURBO - BLADE ONLY,38.18,2,38.18,2,0,0,,2,,18689,110,,,
V03521,51946,18704,GT201Y - CONTOUR YELLOW,13.60,4,13.60,4,0,0,,2,,18704,110,,,
V03521,51946,18710,GT2042 BLUE TRI EDGE,4.40,4,4.40,4,0,0,,2,,18710,110,,,
V03521,51946,18713,GT205 BULLDOZER 1( AUTO),32.60,2,32.60,2,0,0,,2,,18713,110,,,
V03521,51946,18714,GT2056B NEW GO DOCTOR BLUE,38.92,2,38.92,2,0,0,,2,,18714,110,,,
V03521,51946,18722,GT207 SIDE SWIPER SQEEGEE,19.70,2,19.70,2,0,0,,2,,18722,110,,,
V03521,51946,18723,GT209 THE SCRUBBER,29.46,2,29.46,2,0,0,,2,,18723,110,,,
V03521,51946,18727,GT250 WAGNER HEAT GUN,58.56,2,58.56,2,0,0,,2,,18727,110,,,
V03521,51946,18743,GT735 FILM ON CONCENTRATE,18.20,2,18.20,2,0,0,,2,,18743,110,,,
V03521,51946,18744,GT921 - STEAMER FOR PS FILM REMOVAL 120 VOLT ONLY,233.60,1,233.60,1,0,0,,2,,18744,110,,,
V03521,51946,18745,GT979 KEVLAR HEAT GLOVES,12.10,1,12.10,1,0,0,,2,,18745,110,,,
V03521,51946,18746,GT981 DO NOT ROLL DOWN STICKERS (1000 PER ROLL),33.95,1,33.95,1,0,0,,2,,18746,110,,,
V03521,51946,25259,Clear Glass Pane 7"x7"x1/8",35.00,5,35.00,5,0,0,,2,,25259,110,,,
V03521,51946,25258,Heat Lamp with Flip-Up Base,50.00,1,50.00,1,0,0,,2,,25258,110,,,
V03521,51946,25530,64" PLOTTER,5700.00,1,5700.00,1,0,0,,2,,25530,110,,,
V03521,51946,18754,RENEWAL PRO COMBO ANNUAL SUBSCRIPTON,950.00,1,950.00,1,0,0,,2,,18754,110,,,
V03521,51946,18755,FVD-HARDLOCK - FILM DESIGN HARDLOCK KEY,.00,1,.00,1,0,0,,2,,18755,110,,,
V03521,51946,25743,3'X2' CLEAR ACRYLIC SIGN DISPLAYS,.00,1,.00,1,0,0,,2,,25743,110,,,
V03521,51958,25304,Nano-Ceramic IR 36" 5%,238.50,1,238.50,1,0,0,,2,,25304,110,,,
V03521,51958,25360,Nano-Ceramic IR 36" 18%,238.50,1,238.50,1,0,0,,2,,25360,110,,,
V03521,51958,25366,Nano-Ceramic IR 36" 38%,238.50,1,238.50,1,0,0,,2,,25366,110,,,
V03521,51958,25280,Deep Dyed Color Stable 36" 35%,407.04,4,407.04,4,0,0,,2,,25280,110,,,
V03521,51958,25274,Deep Dyed Color Stable 36" 20%,305.28,3,305.28,3,0,0,,2,,25274,110,,,
V03521,51958,25262,Deep Dyed Color Stable 36" 5%,203.52,2,203.52,2,0,0,,2,,25262,110,,,
V03521,51958,25279,Deep Dyed Color Stable 24" 35%,135.68,2,135.68,2,0,0,,2,,25279,110,,,
V03521,51958,25272,Deep Dyed Color Stable 20" 20%,56.53,1,56.53,1,0,0,,2,,25272,110,,,
V03521,51958,25261,Deep Dyed Color Stable 24" 5%,67.84,1,67.84,1,0,0,,2,,25261,110,,,
V01451,51959,,,9645.00,,9645.00,,0,0,,2,,,1144,,,
V03499,51987,,,7800.00,,7800.00,,0,0,,2,,,1144,,,
V03105,51993,14997,UL XT 66 HP 1:1 COAT A DRUM 55 GALLONS,645.65,473,645.65,473,0,0,,19,,14997,110,,,
V03105,51993,17023,UL XT 66 HP 1:1 COAT B TINTED BATTLESHIP GREY,705.63,430,705.63,430,0,0,,19,,17023,110,,,
V02043,52054,13108,2019 RAM 1500 Classic 4x2 Quad CabVIN# 1C6RR6GG7KS633130GPS Install (provided part),209.00,1,209.00,1,0,0,,2,,13108,1892,,,
V02043,52054,13108,Decals (provided part),104.50,1,104.50,1,0,0,,2,,13108,1892,,,
V02043,52055,13108,2019 RAM 1500 Classic 4x4 Quad CabVIN# 1C6RR7GGXKS642202GPS Install (provided part),209.00,1,209.00,1,0,0,,2,,13108,1892,,,
V02043,52055,13108,Decals (provided part),104.50,1,104.50,1,0,0,,2,,13108,1892,,,
V03521,52093,25281,Deep Dyed Color Stable 40" 35%,1247.30,10,1247.30,10,0,0,,2,,25281,110,,,
V03521,52093,25273,Deep Dyed Color Stable 24" 20%**PLEASE CUT INTO 10 - 12" ROLLS**,339.20,5,339.20,5,0,0,,2,,25273,110,,,
V03521,52093,18678,GT117A BLUE MAX 5" HAND SQUEEGEE,8.40,1,8.40,1,0,0,,2,,18678,110,,,
V03947,52119,13108,2019 RAM ProMaster City Cargo Van	VIN#VIN# ZFBHRFAB8K6M66922Labor,760.00,1,760.00,1,0,0,,2,,13108,1892,,,
V03947,52119,13108,Shuttling Fee,95.00,1,95.00,1,0,0,,2,,13108,1892,,,
V03105,52123,,blocking & bracing fee,400.00,,400.00,,0,0,,19,,,1899,,,
V03105,52123,14997,UL XT 66 HP 1:1 COAT A DRUM 55 GALLONS,23243.22,17028,23243.22,17028,0,0,,19,,14997,110,,,
V03105,52123,14999,UL XT 66 HP 1:1 COAT B BLACK 55 GAL DRUM,20898.00,15480,20898.00,15480,0,0,,19,,14999,110,,,
V03105,52123,30510,UL XT 66 HP 1:1 COAT A DRUM 55 GALLONS,21523.39,17028,21523.39,17028,0,0,,19,,30510,110,,,
V03105,52123,30513,UL XT 66 HP 1:1 COAT B BLACK 55 GAL DRUM,20356.20,15480,20356.20,15480,0,0,,19,,30513,110,,,
V02195,52159,26604,XS-100 "A" In 55 Gal Drum,24656.80,19600,24656.80,19600,0,0,,2,,26604,110,,,
V02195,52159,26610,XS-BK100 "B" In 55 Gal Drum,18903.36,13920,18903.36,13920,0,0,,2,,26610,110,,,
V02195,52159,26605,XS-100 "B" Natural (55 Gal),4617.96,3480,4617.96,3480,0,0,,2,,26605,110,,,
V02195,52191,,,.00,,.00,,0,0,,2,,,1899,,,
V02195,52191,26604,XS-100 "A" In 55 Gal Drum,49313.60,39200,49313.60,39200,0,0,,2,,26604,110,,,
V02801,52202,21494,PX-7 GUN  1/90 #1 MOD #90                              # 1 ROUND PCD 90 TIP,1820.00,1,1820.00,1,0,0,,19,,21494,110,,,
V02586,52234,,Requested per John Jamroz (to submit CapEx),1910.65,,1910.65,,0,0,,19,,,1350,,,
V02891,52281,27244,PX-2100 "A" 5 Gal Pail,116.80,80,116.80,80,0,0,,19,,27244,110,,,
V02891,52281,26845,PX-2100B - CUSTOM COLOR PRETINTED - P4365M TAN ,.00,80,.00,80,0,0,,19,,26845,110,,,
V03358,52289,,,5450.00,,5450.00,,0,0,,2,,,1144,,,
V03546,52326,28792,Moisture Vapor Barrier "A" (5 Gallon) - Need 2 - 5gallon pails for complete 15 gallon kit  *Hazardous,291.51,2,291.51,2,0,0,,2,,28792,110,,,
V03105,52331,14999,UL XT 66 HP 1:1 COAT B BLACK 55 GAL DRUM,5224.50,3870,5224.50,3870,0,0,,19,,14999,110,,,
V02458,52366,28880,HARNESS PWR VALVE TANK,98.40,2,98.40,2,0,0,,19,,28880,110,,,
V02458,52366,29625,NOZZLE NEEDLE,30.96,4,30.96,4,0,0,,19,,29625,110,,,
V02458,52366,13202,FITTING ELBOW MALE SWIVEL,99.36,8,99.36,8,0,0,,19,,13202,110,,,
V02458,52366,29626,FITTING ELBOW MALE 1/4 NPT,35.04,4,35.04,4,0,0,,19,,29626,110,,,
V02458,52366,29629,SCREW CAP SOCKET HEAD,32.16,6,32.16,6,0,0,,19,,29629,110,,,
V02458,52366,29627,WASHERLOCKSPRING#8,2.28,6,2.28,6,0,0,,19,,29627,110,,,
V02458,52366,29628,SPACERSTANDOFF1.5 LG8-32 THRD,64.08,6,64.08,6,0,0,,19,,29628,110,,,
V02458,52366,13956,24C753 KIT ORIFICE ADJ 1/4  047,190.80,2,190.80,2,0,0,,19,,13956,110,,,
V02458,52366,13967,24D225 KIT ORIFICE ADJ 1/4   ISO,190.80,2,190.80,2,0,0,,19,,13967,110,,,
V02458,52366,13979,24E505 KIT ORIFICE BLOCK,835.20,4,835.20,4,0,0,,19,,13979,110,,,
V02458,52366,2949,7554-06 O-Ring,43.20,40,43.20,40,0,0,,19,,2949,110,,,
V02458,52366,2953,7554-43 O-Ring,85.20,40,85.20,40,0,0,,19,,2953,110,,,
V02458,52366,2962,7554-05 O-Ring,77.00,20,77.00,20,0,0,,19,,2962,110,,,
V02458,52366,28880,HARNESS PWR VALVE TANK,49.20,1,49.20,1,0,0,,19,,28880,110,,,
V02458,52366,13202,FITTING ELBOW MALE SWIVEL,49.68,4,49.68,4,0,0,,19,,13202,110,,,
V02458,52366,13956,24C753 KIT ORIFICE ADJ 1/4  047,95.40,1,95.40,1,0,0,,19,,13956,110,,,
V02458,52366,13967,24D225 KIT ORIFICE ADJ 1/4   ISO,95.40,1,95.40,1,0,0,,19,,13967,110,,,
V02458,52366,13979,24E505 KIT ORIFICE BLOCK,417.60,2,417.60,2,0,0,,19,,13979,110,,,
V02458,52366,29625,NOZZLE NEEDLE,15.48,2,15.48,2,0,0,,19,,29625,110,,,
V02458,52366,29626,FITTING ELBOW MALE 1/4 NPT,17.52,2,17.52,2,0,0,,19,,29626,110,,,
V02458,52366,29629,SCREW CAP SOCKET HEAD,16.08,3,16.08,3,0,0,,19,,29629,110,,,
V02458,52366,29627,WASHERLOCKSPRING#8,1.14,3,1.14,3,0,0,,19,,29627,110,,,
V02458,52366,29628,SPACERSTANDOFF1.5 LG8-32 THRD,32.04,3,32.04,3,0,0,,19,,29628,110,,,
V03843,52394,25650,HIPPO MOBILE TRAILER MODEL #:   VIN #   CUSTOMER IS SUPPLYING SPRAY EQUIPMENTFOR DEMO AND COULD BE SOLD IF SOMEONE IS INTERESTED IN THIS SPECIFIC MODEL PO SUBMITTED WITH TERMS: 365 DAYS FROM DATE OF RECEIPT UNLESS SOLD PRIOR TO DATE,56817.73,1,56817.73,1,0,0,,2,,25650,110,,,
V03105,52400,14997,UL XT 66 HP 1:1 COAT A DRUM 55 GALLONS,51651.60,37840,51651.60,37840,0,0,,19,,14997,110,,,
V03105,52401,14999,UL XT 66 HP 1:1 COAT B BLACK 55 GAL DRUM,34830.00,25800,34830.00,25800,0,0,,19,,14999,110,,,
V03105,52401,21617,UL XT 66 HP 1:1 COAT B CLEAR DR,27.38,8660,27.38,8660,0,0,,19,,21617,110,,,
V03105,52401,30513,UL XT 66 HP 1:1 COAT B BLACK 55 GAL DRUM,34830.00,25800,34830.00,25800,0,0,,19,,30513,110,,,
V03105,52401,30517,UL XT 66 HP 1:1 COAT B CLEAR DR,11855.54,8660,11855.54,8660,0,0,,19,,30517,110,,,
V02353,52411,,,2498.85,,2498.85,,0,0,,19,,,1075,,,
V02458,52429,13151,NUT HEX JAM,2.34,1,2.34,1,0,0,,19,,13151,110,,,
V02458,52429,13150,SPRING COMPRESSION,4.62,1,4.62,1,0,0,,19,,13150,110,,,
V02458,52429,10367,PRESURE TRANSDUCER,542.40,4,542.40,4,0,0,,19,,10367,110,,,
V02458,52429,28880,HARNESS PWR VALVE TANK,98.40,2,98.40,2,0,0,,19,,28880,110,,,
V02458,52429,29625,NOZZLE NEEDLE,30.96,4,30.96,4,0,0,,19,,29625,110,,,
V02458,52429,13202,FITTING ELBOW MALE SWIVEL,99.36,8,99.36,8,0,0,,19,,13202,110,,,
V02458,52429,29626,FITTING ELBOW MALE 1/4 NPT,35.04,4,35.04,4,0,0,,19,,29626,110,,,
V02458,52429,29629,SCREW CAP SOCKET HEAD,32.16,6,32.16,6,0,0,,19,,29629,110,,,
V02458,52429,29627,WASHERLOCKSPRING#8,2.28,6,2.28,6,0,0,,19,,29627,110,,,
V02458,52429,29628,SPACERSTANDOFF1.5 LG8-32 THRD,64.08,6,64.08,6,0,0,,19,,29628,110,,,
V02458,52429,13956,24C753 KIT ORIFICE ADJ 1/4  047,190.80,2,190.80,2,0,0,,19,,13956,110,,,
V02458,52429,13967,24D225 KIT ORIFICE ADJ 1/4   ISO,190.80,2,190.80,2,0,0,,19,,13967,110,,,
V02458,52429,13979,24E505 KIT ORIFICE BLOCK,835.20,4,835.20,4,0,0,,19,,13979,110,,,
V02458,52429,2789,Kitdisplace Rod Repair 120,439.80,1,439.80,1,0,0,,19,,2789,110,,,
V02458,52429,13419,KIT REPAIR PUMP AXP1 A-SIDE,166.95,3,166.95,3,0,0,,19,,13419,110,,,
V02458,52429,2405,Displacement Pump Rebuild Kit,751.50,5,751.50,5,0,0,,19,,2405,110,,,
V02458,52429,29646,GASKET DISPLAY COVER,13.08,1,13.08,1,0,0,,19,,29646,110,,,
V02564,52447,14685,AMP- 5:1 56C - 56C FRAME INTERFACE 5:1 REDUCTION,618.00,1,618.00,1,0,0,,19,,14685,110,,,
V02564,52447,15877,PROPELLER AMP-PROP-14-316SS-1.0,730.00,1,730.00,1,0,0,,19,,15877,110,,,
V02564,52447,14683,CARRIER BERING CB-1.0 4 BOLT 1.0 BORE,39.00,1,39.00,1,0,0,,19,,14683,110,,,
V02195,52487,26604,XS-100 "A" In 55 Gal Drum,41916.56,33320,41916.56,33320,0,0,,2,,26604,110,,,
V03105,52503,,,.00,,.00,,0,0,,19,,,1899,,,
V03105,52503,,,.00,,.00,,0,0,,19,,,1899,,,
V00068,52517,3290,2" Masking Tape CS/246 SKIDS OF 64  10-30-196 SKIDS OF 64  12-20-196 SKIDS OF 64  2-20-20,56125.44,27648,56125.44,27648,0,0,,2,,3290,110,,,
V00068,52517,3289,1 1/2" Masking Tape CS/242 SKIDS OF 96  10-30-192 SKIDS OF 96  12-20-192 SKIDS OF 96  2-20-20,21012.48,13824,21012.48,13824,0,0,,2,,3289,110,,,
V00068,52517,3288,1" Masking Tape CS/362 SKIDS OF 96 10-30-192 SKIDS OF 96 12-20-192 SKIDS OF 96 2-20-19,21150.72,20736,21150.72,20736,0,0,,2,,3288,110,,,
