OrderDate__,OrderNumber__,VendorNumber__,OrderedAmount__,DeliveredAmount__,InvoicedAmount__,CompanyCode__
10/22/2019,53346,V03105,457.06,457.06,0.00,19
10/22/2019,53347,V02458,10269.57,10269.57,0.00,19
10/22/2019,53352,V02641,66139.20,66139.20,0.00,19
10/22/2019,53354,V02641,66139.20,66139.20,0.00,19
10/22/2019,53355,V03106,2371.88,2371.88,0.00,19
10/22/2019,53356,V02641,66139.20,66139.20,0.00,19
10/22/2019,53357,V03105,1354.92,1354.92,0.00,19
10/22/2019,53358,V02641,66139.20,66139.20,0.00,19
10/22/2019,53359,V00535,8849.40,8849.40,0.00,2
10/22/2019,53360,V03105,2247.18,2247.18,0.00,19
10/22/2019,53361,V00978,91101.775,91101.775,0.00,9
10/22/2019,53362,V00978,94381.435,94381.435,0.00,9
10/22/2019,53363,V00978,91101.775,91101.775,0.00,9
10/22/2019,53364,V00978,91101.775,91101.775,0.00,9
10/22/2019,53365,V00978,94371.588,94371.588,0.00,9
10/22/2019,53366,V00978,41987.291,41987.291,0.00,9
10/23/2019,53367,V00054,87742.53,87742.53,0.00,2
10/23/2019,53368,V03198,1211.40,1211.40,0.00,2
10/23/2019,53369,V01494,470.98,470.98,0.00,2
10/23/2019,53370,V01494,470.98,470.98,0.00,2
10/23/2019,53371,V01494,470.98,470.98,0.00,2
10/23/2019,53372,V01494,470.98,470.98,0.00,2
10/23/2019,53373,V03534,534.75,534.75,0.00,2
10/23/2019,53374,V03105,2227.40,2227.40,0.00,19
10/23/2019,53375,V02641,74406.60,74406.60,0.00,19
10/23/2019,53376,V02458,508.80,508.80,0.00,19
10/23/2019,53377,V02458,259.38,259.38,0.00,19
10/23/2019,53378,V03105,37936.91,37936.91,0.00,19
10/23/2019,53379,V03106,3300.00,3300.00,0.00,19
10/23/2019,53381,V03311,719.80,719.80,0.00,2
10/24/2019,53396,V03105,2832.87,2832.87,0.00,19
10/24/2019,53397,V03198,1211.40,1211.40,0.00,2
10/24/2019,53398,V02458,8784.58,8784.58,0.00,19
10/24/2019,53399,V03105,1240.04,1240.04,0.00,19
10/24/2019,53400,V02458,5353.20,5353.20,0.00,19
10/24/2019,53401,V02641,66139.20,66139.20,0.00,19
10/24/2019,53402,V03106,2371.88,2371.88,0.00,19
10/24/2019,53405,V03105,.00,.00,0.00,19
10/24/2019,53406,V03106,3300.00,3300.00,0.00,19
10/24/2019,53408,V00978,3537.678,3537.678,0.00,9
10/24/2019,53409,V00951,277.403,277.403,0.00,9
10/24/2019,53411,V03105,2771.71,2771.71,0.00,19
10/24/2019,53412,V03296,575.00,575.00,0.00,2
10/24/2019,53413,V03521,949.76,949.76,0.00,2
10/24/2019,53456,V02314,18912.332,18912.332,0.00,12
10/25/2019,53417,V02641,74406.60,74406.60,0.00,19
10/25/2019,53418,V03105,4575.23,4575.23,0.00,19
10/25/2019,53419,V02458,4650.25,4650.25,0.00,19
10/25/2019,53420,V03249,8871.00,8871.00,0.00,19
10/25/2019,53422,V00208,32314.60,32314.60,0.00,2
10/25/2019,53421,V02195,1435.52,1435.52,0.00,2
10/25/2019,53423,V02195,1076.64,1076.64,0.00,2
10/25/2019,53424,V02195,1076.64,1076.64,0.00,2
10/25/2019,53426,V02195,1137.36,1137.36,0.00,2
10/25/2019,53427,V03106,284.92,284.92,0.00,19
10/25/2019,53430,V02458,64.74,64.74,0.00,19
10/25/2019,53431,V00660,8828.00,8828.00,0.00,2
10/25/2019,53432,V00348,1510.56,1510.56,0.00,2
10/25/2019,53433,V00667,15226.40,15226.40,0.00,2
10/25/2019,53468,V03458,71564.913,71564.913,0.00,12
10/27/2019,53434,V02195,41688.00,41688.00,0.00,2
10/27/2019,53435,V02195,51818.40,51818.40,0.00,2
10/28/2019,53436,V02458,819.00,819.00,0.00,19
10/28/2019,53437,V03198,984.60,984.60,0.00,2
10/28/2019,53438,V00760,190.00,190.00,0.00,2
10/28/2019,53440,V03105,8909.60,8909.60,0.00,19
10/28/2019,53441,V02458,1638.00,1638.00,0.00,19
10/28/2019,53442,V03106,1185.94,1185.94,0.00,19
10/28/2019,53443,V03105,56905.37,56905.37,0.00,19
10/28/2019,53444,V02458,526.18,526.18,0.00,19
10/28/2019,53445,V02641,74406.60,74406.60,0.00,19
10/28/2019,53446,V02458,1461.90,1461.90,0.00,19
10/28/2019,53447,V00208,2562.00,2562.00,0.00,2
10/28/2019,53448,V02641,74406.60,74406.60,0.00,19
10/28/2019,53449,V02641,74406.60,74406.60,0.00,19
10/28/2019,53450,V02641,74406.60,74406.60,0.00,19
10/28/2019,53451,V00870,12233.549,12233.549,0.00,9
10/28/2019,53452,V00553,431.64,431.64,0.00,2
10/28/2019,53453,V03106,1185.94,1185.94,0.00,19
10/28/2019,53454,V02195,.00,.00,0.00,2
10/28/2019,53455,V03105,100.00,100.00,0.00,19
10/28/2019,53460,V02458,4688.68,4688.68,0.00,19
10/28/2019,53461,V00943,280.594,280.594,0.00,9
10/28/2019,53462,V03106,123.86,123.86,0.00,19
10/28/2019,53463,V03105,60487.70,60487.70,0.00,19
10/28/2019,53467,V03521,276.67,276.67,0.00,2
10/28/2019,53469,V02458,1944.37,1944.37,0.00,19
10/28/2019,53470,V03458,2678.028,2678.028,0.00,12
10/28/2019,53471,V00353,21654.00,21654.00,0.00,2
10/28/2019,53472,V00463,2486.25,2486.25,0.00,2
10/28/2019,53473,V03105,443.32,443.32,0.00,19
10/28/2019,53474,V03105,3702.26,3702.26,0.00,19
10/28/2019,53475,V00208,40785.00,40785.00,0.00,2
10/28/2019,53476,V02979,4324.50,4324.50,0.00,19
10/28/2019,53478,V02891,705.00,705.00,0.00,19
10/29/2019,53486,V02641,74406.60,74406.60,0.00,19
10/29/2019,53495,V03105,905.51,905.51,0.00,19
10/29/2019,53496,V00208,819.00,819.00,0.00,2
10/29/2019,53497,V02641,74406.60,74406.60,0.00,19
10/29/2019,53498,V00208,1850.40,1850.40,0.00,2
10/29/2019,53499,V02641,74406.60,74406.60,0.00,19
10/29/2019,53500,V02458,5318.88,5318.88,0.00,19
10/29/2019,53501,V02195,48286.00,48286.00,0.00,2
10/29/2019,53502,V02195,48286.00,48286.00,0.00,2
10/29/2019,53503,V03105,2277.28,2277.28,0.00,19
