VendorNumber__,OrderNumber__,ItemNumber__,Description__,OrderedAmount__,OrderedQuantity__,DeliveredAmount__,DeliveredQuantity__,InvoicedAmount__,InvoicedQuantity__,TaxCode__,CompanyCode__,UnitPrice__,PartNumber__,GLAccount__,CostCenter__,BudgetID__,TaxRate__,ItemCategory__,Location__,Customer__,CustomerId__
V02314,55616,1,PROPORTIONER XP1 10.2KW 230V 1PH,11658.843,1,,,0,0,,12,11658.84310379,GRACO259024,3859,,,.00,Equipment : Machine Parts : Misc Parts,Mexico,,
V02314,55616,2,HOSE HTD 3500PSI 3/8 W/SCFGRD,1463.615,1,,,0,0,,12,1463.61444038,GRACO246679,3795,,,.00,Equipment : Machine Parts : Misc Parts,Mexico,,
V02314,55616,3,HOSE HTD 10' 1/4ID 3500 PSI,511.128,1,,,0,0,,12,511.1278644,GRACO246055,3772,,,.00,Equipment : Machine Parts : Misc Parts,Mexico,,
V02314,55616,4,GUN AIR PURGEROUND 00,1425.692,1,,,0,0,,12,1425.6922954,GRACO246100,3773,,,.00,Equipment : Machine Parts : Misc Parts,Mexico,,
V02314,55616,5,KIT RPRAIR PURGE RD 000,107.682,1,,,0,0,,12,107.6818054,GRACOAR2020,3891,,,.00,Equipment : Machine Parts : Misc Parts,Mexico,,
V02314,55616,6,PUMP T1,1373.873,2,,,0,0,,12,686.93663714,GRACO256200,3860,,,.00,Equipment : Machine Parts : Misc Parts,Mexico,,
V02314,55616,7,HOSE COUPLED 10 FT (MANGUERAS NEGRAS),163.288,2,,,0,0,,12,81.64414742,GRACO217382,3762,,,.00,Equipment : Machine Parts : Misc Parts,Mexico,,
V02314,55616,8,SWIVEL UNION,59.346,3,,,0,0,,12,19.78216524,GRACO113344,3698,,,.00,Equipment : Machine Parts : Misc Parts,Mexico,,
V02314,55616,9,KIT ACCY DESICCANT DRYER,114.554,1,,,0,0,,12,114.55430427,GRACO247616,3803,,,.00,Equipment : Machine Parts : Misc Parts,Mexico,,
V02314,55616,10,KIT SUPPLY AIR FEED PMP & GUN,253.865,1,,,0,0,,12,253.86479229,GRACO246483,3788,,,.00,Equipment : Machine Parts : Misc Parts,Mexico,,
V02314,55616,11,KIT ACCY DRUM RETURN TUBE,407.651,2,,,0,0,,12,203.82559649,GRACO246477,3787,,,.00,Equipment : Machine Parts : Misc Parts,Mexico,,
V02314,55616,12,GB HOSE CPLD4500PSI1/2ID10FT,109.248,2,,,0,0,,12,54.62402585,GRACOH45010,3910,,,.00,Equipment : Machine Parts : Misc Parts,Mexico,,
V02314,55616,13,FITTING NIPPLE REDUCING,30.433,2,,,0,0,,12,15.21632,GRACO162449,3750,,,.00,Equipment : Machine Parts : Misc Parts,Mexico,,
V02314,55616,14,CONTROLAIR MANIFOLD,384.442,1,,,0,0,,12,384.4422707,GRACO234983,3766,,,.00,Equipment : Machine Parts : Misc Parts,Mexico,,
V02314,55616,15,AGITATOR HIGH VISCOSITY,535.941,1,,,0,0,,12,535.94100257,GRACO24C729,3830,,,.00,Equipment : Machine Parts : Misc Parts,Mexico,,
V02314,55616,16,VAT,.00,-1,,,0,0,,12,.00,UNDEF-MX,1912,,,,,Mexico,,
V03105,55618,1,UL LP 23 LP 2:1 COAT A 5 GAL PAIL,131.40,100,131.4,100,0,0,,19,1.314,C-PULLP23A,110,,,,Chemical : LP,Texas : UL Bedford - Distribution,A TUFF COATINGS,U1521
V03105,55618,2,UL LP 23 LP 2:1 COAT B CLEAR 5 GAL PAIL,169.31,172,169.312000000000032,172,0,0,,19,.98437209,C-PULLP23B-CL,110,,,,Chemical : LP,Texas : UL Bedford - Distribution,A TUFF COATINGS,U1521
V02314,55619,1,KITTRANSDUCER,395.548,3,,,0,0,,12,131.84946025,GRACO24K999,3846,,,.00,Equipment : Machine Parts : Misc Parts,Mexico,,
V02314,55619,2,KIT BULKCK VLV FACE ORING,326.776,9,,,0,0,,12,36.30843668,GRACO248133,3822,,,.00,Equipment : Machine Parts : Misc Parts,Mexico,,
V02314,55619,3,HOUSINGFLUID ASSY REPAIR,571.822,2,,,0,0,,12,285.91114058,GRACO246491,3789,,,.00,Equipment : Machine Parts : Misc Parts,Mexico,,
V02314,55619,4,KIT REPAIR FT O-RING PTFE,24.604,2,,,0,0,,12,12.30215266,GRACO246360,3784,,,.00,Equipment : Machine Parts : Misc Parts,Mexico,,
V02314,55619,5,CAP AIR TIP,78.085,3,,,0,0,,12,26.02816559,GRACO15B801,3732,,,.00,Equipment : Machine Parts : Misc Parts,Mexico,,
V02314,55619,6,KIT BULKCK VLV RAD SEAL,260.396,12,,,0,0,,12,21.69963039,GRACO248129,3818,,,.00,Equipment : Machine Parts : Misc Parts,Mexico,,
V02314,55619,7,SPRING COMPRESSION.,16.744,6,,,0,0,,12,2.79076611,GRACO117485,3704,,,.00,Equipment : Machine Parts : Misc Parts,Mexico,,
V02314,55619,8,VALVE BALL,16.858,2,,,0,0,,12,8.42925275,GRACO15B565,4661,,,.00,Equipment : Machine Parts : Misc Parts,Mexico,,
V02314,55619,9,GB FLUID TSL 1 QT.,121.996,6,,,0,0,,12,20.33272454,GRACO206995,3761,,,.00,Equipment : Machine Parts : Misc Parts,Mexico,,
V02314,55619,10,KIT BULKSMALL AP PISTN ORING,148.309,7,,,0,0,,12,21.1870407,GRACO248134,3823,,,.00,Equipment : Machine Parts : Misc Parts,Mexico,,
V02314,55619,11,KIT REPAIR #007 O-RINGS,1140.512,30,,,0,0,,12,38.01706899,GRACO246354,3779,,,.00,Equipment : Machine Parts : Misc Parts,Mexico,,
V02314,55619,12,KIT REPAIR COMPL. O-RINGS,165.168,2,,,0,0,,12,82.58389519,GRACO246355,3780,,,.00,Equipment : Machine Parts : Misc Parts,Mexico,,
V02314,55619,13,KIT REPAIR A CARTRIDGE,369.065,6,,,0,0,,12,61.51076331,GRACO246349,3776,,,.00,Equipment : Machine Parts : Misc Parts,Mexico,,
V02314,55619,14,KIT REPAIR B CARTRDIGE,430.575,7,,,0,0,,12,61.51076331,GRACO246350,3777,,,.00,Equipment : Machine Parts : Misc Parts,Mexico,,
V02314,55619,15,KIT REPAIR PUMP,292.745,2,,,0,0,,12,146.37283492,GRACO15C851,3739,,,.00,Equipment : Machine Parts : Misc Parts,Mexico,,
V02314,55619,16,MANIFOLD ASSEMBLY,446.523,2,,,0,0,,12,223.26128906,GRACO246012,3771,,,.00,Equipment : Machine Parts : Misc Parts,Mexico,,
V02314,55619,17,KIT RPRAIR PURGE ROUND 00,224.97,2,,,0,0,,12,112.48496069,GRACOAR2929,3892,,,.00,Equipment : Machine Parts : Misc Parts,Mexico,,
V02314,55619,18,KIT BULK PTFE AIR CAP ORING,40.324,2,,,0,0,,12,20.16186131,GRACO248137,4197,,,.00,Equipment : Machine Parts : Misc Parts,Mexico,,
V02314,55619,19,KIT REPAIRCLEANOUT TOOL 3/32,29.388,2,,,0,0,,12,14.6942379,GRACO246624,3790,,,.00,Equipment : Machine Parts : Misc Parts,Mexico,,
V02314,55619,20,KIT REPAIR CLEANOUT TOOL #69,42.83,2,,,0,0,,12,21.41485834,GRACO246630,3794,,,.00,Equipment : Machine Parts : Misc Parts,Mexico,,
V02314,55619,21,SHAFT SAFETY STOP,21.187,1,,,0,0,,12,21.1870407,GRACO15B206,3726,,,.00,Equipment : Machine Parts : Misc Parts,Mexico,,
V02314,55619,22,VAT,.00,-1,,,0,0,,12,.00,UNDEF-MX,1912,,,,,Mexico,,
V03105,55620,1,UL MPL 55 A TOTE 2415LABEL AS EXOBOND 3000 COAT A ,35667.14,21735,35667.135,21735,0,0,,19,1.641,C-TEXOBOND3000A,110,,,,Chemical : HP,Texas : UL Bedford - Distribution,LIGHTNING TECHNOLOGIES - Main Coating Line,U3556
V03105,55620,2,SEE FORMULALABEL AS EXOBOND 3000 COAT B CLEAR ,26624.34,19620,26624.34,19620,0,0,,19,1.357,C-TEXOBOND3000B-CL,110,,,,Chemical : HP,Texas : UL Bedford - Distribution,LIGHTNING TECHNOLOGIES - Main Coating Line,U3556
V02314,55621,1,KIT REPAIR CLEANOUT TOOL #58,42.83,2,,,0,0,,12,21.41485834,GRACO246629,3793,,,.00,Equipment : Machine Parts : Misc Parts,Mexico,,
V02314,55621,2,VAT,.00,-1,,,0,0,,12,.00,UNDEF-MX,1912,,,,,Mexico,,
V02399,55622,1,FC-10/2-2 Heater Cable: 10 W/Ft,3650.00,1000,,,0,0,,19,3.65,H-16005,110,,,,Equipment : Machine Parts : Misc Parts,Texas : UL Houston - Distribution,,
V00208,55627,1,SHAFT SAFETY STOP,133.92,6,133.92,6,0,0,,2,22.32,G15B206,110,,,,Equipment : Machine Parts : Misc Parts,Alabama : Huntsville-Distribution,,
V00208,55627,2,SENSORPRESSUREFLUIDOUTLET,823.20,2,823.2,2,0,0,,2,411.60,G15M669,110,,,,Equipment : Machine Parts : Misc Parts,Alabama : Huntsville-Distribution,,
V00208,55627,3,Flange Bung,150.40,2,150.4,2,0,0,,2,75.20,G160754,110,,,,Equipment : Machine Parts : Misc Parts,Alabama : Huntsville-Distribution,,
V00208,55627,4,CAP FILTER,132.00,4,132,4,0,0,,2,33.00,G16V879,110,,,,Equipment : Machine Parts : Misc Parts,Alabama : Huntsville-Distribution,,
V00208,55627,5,Throat Seal Liquid 1 Gal,573.60,8,573.6,8,0,0,,2,71.70,G206996,110,,,,Equipment : Machine Parts : Misc Parts,Alabama : Huntsville-Distribution,,
V00208,55627,6,Exp2 Resin Displacement Pump 245971,975.00,1,975,1,0,0,,2,975.00,G245971,110,,,,Equipment : Machine Parts : Misc Parts,Alabama : Huntsville-Distribution,,
V00208,55627,7,Fusion  Gun (01),6264.00,4,6264,4,0,0,,2,1566.00,G246101,110,,,,Equipment : Machine Parts : Misc Parts,Alabama : Huntsville-Distribution,,
V00208,55627,8,Drill Bits #58,270.72,12,270.72,12,0,0,,2,22.56,G246629,110,,,,Equipment : Machine Parts : Misc Parts,Alabama : Huntsville-Distribution,,
V00208,55627,9,23974-07 Side Seal O-Ring Kit Pk/6,1645.20,60,1645.2,60,0,0,,2,27.42,G248128,110,,,,Equipment : Machine Parts : Misc Parts,Alabama : Huntsville-Distribution,,
V00208,55627,10,Check Valve Face O-Ring Pk/6,1147.50,30,1147.5,30,0,0,,2,38.25,G248133,110,,,,Equipment : Machine Parts : Misc Parts,Alabama : Huntsville-Distribution,,
V00208,55627,11,Teflon Retaining Ring Seal Pk/6,254.88,12,254.88,12,0,0,,2,21.24,G248137,110,,,,Equipment : Machine Parts : Misc Parts,Alabama : Huntsville-Distribution,,
V00208,55627,12,Clean Out Tool,178.20,4,178.2,4,0,0,,2,44.55,G248969,110,,,,Equipment : Machine Parts : Misc Parts,Alabama : Huntsville-Distribution,,
V00208,55627,13,KITMODULEGCA MCM2200FIO R2,576.00,1,576,1,0,0,,2,576.00,G24U832,110,,,,Equipment : Machine Parts : Misc Parts,Alabama : Huntsville-Distribution,,
V00208,55627,14,KITREPAIRSEALS T2,203.40,2,203.4,2,0,0,,2,101.70,G24X056,110,,,,Equipment : Machine Parts : Misc Parts,Alabama : Huntsville-Distribution,,
V00208,55627,15,Tool Driver Ball 3/16,13.20,1,13.2,1,0,0,,2,13.20,GC0086,110,,,,Equipment : Machine Parts : Misc Parts,Alabama : Huntsville-Distribution,,
V00208,55627,16,Tool Driver Ball 5/32,18.96,1,18.96,1,0,0,,2,18.96,GC0087,110,,,,Equipment : Machine Parts : Misc Parts,Alabama : Huntsville-Distribution,,
V00208,55627,17,7554-06 O-Ring,25.92,24,25.92,24,0,0,,2,1.08,GC2056,110,,,,Equipment : Machine Parts : Misc Parts,Alabama : Huntsville-Distribution,,
V00208,55627,18,7554-16 O-Ring,131.04,48,131.04,48,0,0,,2,2.73,GC2058,110,,,,Equipment : Machine Parts : Misc Parts,Alabama : Huntsville-Distribution,,
V00208,55627,19,23977-01  01 Mix Chamber Insert Kit,336.96,16,336.96,16,0,0,,2,21.06,GC2511,110,,,,Equipment : Machine Parts : Misc Parts,Alabama : Huntsville-Distribution,,
V00208,55627,20,SPACER PISTON,8.40,1,8.4,1,0,0,,2,8.40,GC1883,110,,,,Equipment : Machine Parts : Misc Parts,Alabama : Huntsville-Distribution,,
V00208,55627,21,BRACKET VALVE P2 ELITE,33.00,2,33,2,0,0,,2,16.50,G16U880,110,,,,Equipment : Machine Parts : Misc Parts,Alabama : Huntsville-Distribution,,
V00208,55627,22,Q KIT REPAIR,46.38,1,46.38,1,0,0,,2,46.38,G243190,110,,,,Equipment : Machine Parts : Misc Parts,Alabama : Huntsville-Distribution,,
V02641,55628,1,UL MPL 55 TOTE COAT A 250 GAL,39123.00,21735,39123,21735,0,0,,19,1.80,C-TULMPL55A,110,,,,Chemical : HP,Texas : UL Bedford - Distribution,Argus Corporation,U3847
V02641,55628,2,UL MPL 55 TOTE COAT B BLK 250 GAL TOTE,35283.60,19602,35283.6,19602,0,0,,19,1.80,C-TULMPL55B-BL,110,,,,Chemical : HP,Texas : UL Bedford - Distribution,Argus Corporation,U3847
V03105,55630,1,UL XT 9512 SIDE A DRUM,5876.52,400,5876.5176,400,0,0,,19,14.691294,C-DULXT9512A,110,,,,Chemical : HP,Texas : UL Bedford - Distribution,MATLOR LLC,G0393
V03105,55630,2,UL XT 9512 SIDE B TITAN TAN DRUM,6046.34,400,6046.3392,400,0,0,,19,15.115848,C-DULXT9512B-TT,110,,,,Chemical : HP,Texas : UL Bedford - Distribution,MATLOR LLC,G0393
V03106,55631,1,UL ABRM SIDE A 50 GALLON DRUM,305.02,980,,,0,0,,19,.3112449,C-DULABRMA,110,,,,Supplies : Other : Other Chemicals : Other Chemicals UL,Texas : UL Houston - Distribution,PRO-TECH MATS INDUSTRIES,U3377
V03106,55631,2,UL ABRM SIDE B BLACK  50 GALLON DRUM,264.82,980,,,0,0,,19,.27022449,C-DULABRMB-BL,110,,,,Supplies : Other : Other Chemicals : Other Chemicals UL,Texas : UL Houston - Distribution,PRO-TECH MATS INDUSTRIES,U3377
V04041,55633,1,15' X 50' PRESPRAYED GEO WOVEN ROLL COVERT GREEN,.00,12,0,12,0,0,,19,.00,A-SPG-15'X50'-H270CG,110,,,,Sprayed Fabrics : GEO,,,
V03105,55634,1,RAL 5002 BLUE - 4 LBS ,48.04,4,,,0,0,,19,12.01,PIGMENT,110,,,,Pigments,,,
V02458,55637,1,Gun Cleaning Kit,132.00,2,132,2,0,0,,19,66.00,G15D546,110,,,,Equipment : Machine Parts : Misc Parts,Texas : UL Houston - Distribution,,
V02458,55637,2,Fluid Temp Sensor,2732.40,6,2732.4,6,0,0,,19,455.40,G261669,110,,,,Equipment : Machine Parts : Misc Parts,Texas : UL Houston - Distribution,,
V02458,55637,3,17E465 KIT MIXING CHAMBER,408.00,2,408,2,0,0,,19,204.00,G17E465,110,,,,Equipment : Machine Parts : Misc Parts,Texas : UL Houston - Distribution,,
V02458,55637,4,23963-00 Head Probler 2,825.60,2,412.8,1,0,0,,19,412.80,GC1916,110,,,,Equipment : Machine Parts : Misc Parts,Texas : UL Houston - Distribution,,
V02458,55637,5,FILTER 20 MESH,534.80,20,534.8,20,0,0,,19,26.74,G180199,110,,,,Equipment : Machine Parts : Misc Parts,Texas : UL Houston - Distribution,,
V02458,55637,6,KitRepairSealst1Upper,147.00,4,147,4,0,0,,19,36.75,G247958,110,,,,Equipment : Machine Parts : Misc Parts,Texas : UL Houston - Distribution,,
V02458,55637,7,24Z770 PISTON AIR 1.375 PROBLER2 SST,214.80,2,214.8,2,0,0,,19,107.40,G24Z770,110,,,,Equipment : Machine Parts : Misc Parts,Texas : UL Houston - Distribution,,
V02458,55637,8,23975-00 O-Ring Kit P2,1033.20,12,1033.2,12,0,0,,19,86.10,GC1937,110,,,,Equipment : Machine Parts : Misc Parts,Texas : UL Houston - Distribution,,
V02458,55637,9,Wire Harness 15B380,228.00,1,228,1,0,0,,19,228.00,G15B380,110,,,,Equipment : Machine Parts : Misc Parts,Texas : UL Houston - Distribution,,
V02458,55637,10,17P755 SST ISO SIDE BLOCK,824.40,2,824.4,2,0,0,,19,412.20,G17P755,110,,,,Equipment : Machine Parts : Misc Parts,Texas : UL Houston - Distribution,,
V02458,55637,11,FITTING CONN 3/4 SAE X 1/2 JIC,15.15,5,15.15,5,0,0,,19,3.03,G121309,110,,,,Equipment : Machine Parts : Misc Parts,Texas : UL Houston - Distribution,,
V02458,55637,12,23960-00 Mix Chamber,162.00,1,162,1,0,0,,19,162.00,GC2500,110,,,,Equipment : Machine Parts : Misc Parts,Texas : UL Houston - Distribution,,
V02458,55637,13,9944-16C Screw,26.85,15,26.85,15,0,0,,19,1.79,GC2248,110,,,,Equipment : Machine Parts : Misc Parts,Texas : UL Houston - Distribution,,
V02458,55637,14,258707 RESERVOIR BOTTLE ASSY,333.90,3,-333.9,-3,0,0,,19,111.30,G258707,110,,,,Equipment : Machine Parts : Misc Parts,Texas : UL Houston - Distribution,,
V02458,55637,15,23974-07 Side Seal O-Ring Kit Pk/6,274.20,10,274.2,10,0,0,,19,27.42,G248128,110,,,,Equipment : Machine Parts : Misc Parts,Texas : UL Houston - Distribution,,
V02458,55637,16,258770 KIT PISTON SEALS,430.50,5,430.5,5,0,0,,19,86.10,G258770,110,,,,Equipment : Machine Parts : Misc Parts,Texas : UL Houston - Distribution,,
V02458,55637,17,258768 KIT HOUSINGM HYD ROD SEAL,2427.60,7,2427.6,7,0,0,,19,346.80,G258768,110,,,,Equipment : Machine Parts : Misc Parts,Texas : UL Houston - Distribution,,
V02458,55637,18,Kitdisplace Rod Repair 120,879.60,2,879.6,2,0,0,,19,439.80,G258824,110,,,,Equipment : Machine Parts : Misc Parts,Texas : UL Houston - Distribution,,
V02458,55637,19,Filteroil 18-23 Psi Bypass,50.40,4,50.4,4,0,0,,19,12.60,G15J937,110,,,,Equipment : Machine Parts : Misc Parts,Texas : UL Houston - Distribution,,
V02458,55637,20,122295 PUMP GEAR HYDRAULIC H39,756.00,2,756,2,0,0,,19,378.00,G122295,110,,,,Equipment : Machine Parts : Misc Parts,Texas : UL Houston - Distribution,,
V02458,55637,21,7554-06 O-Ring,43.20,40,43.2,40,0,0,,19,1.08,GC2056,110,,,,Equipment : Machine Parts : Misc Parts,Texas : UL Houston - Distribution,,
V02458,55637,22,7554-10 O-Ring,126.00,40,126,40,0,0,,19,3.15,GC2057,110,,,,Equipment : Machine Parts : Misc Parts,Texas : UL Houston - Distribution,,
V02458,55637,23,7554-16 O-Ring,109.20,40,106.47,39,0,0,,19,2.73,GC2058,110,,,,Equipment : Machine Parts : Misc Parts,Texas : UL Houston - Distribution,,
V02458,55637,24,7554-27 O-Ring,42.00,40,40.95,39,0,0,,19,1.05,GC2059,110,,,,Equipment : Machine Parts : Misc Parts,Texas : UL Houston - Distribution,,
V02458,55637,25,7554-43 O-Ring,88.40,40,88.4,40,0,0,,19,2.21,GC2060,110,,,,Equipment : Machine Parts : Misc Parts,Texas : UL Houston - Distribution,,
V02458,55637,26,HARNESSI/OM12XM12,211.20,2,211.2,2,0,0,,19,105.60,G121581,110,,,,Equipment : Machine Parts : Misc Parts,Texas : UL Houston - Distribution,,
V02458,55637,27,NUT LOCK,30.44,2,30.44,2,0,0,,19,15.22,G101712,110,,,,Equipment : Machine Parts : Misc Parts,Texas : UL Houston - Distribution,,
V02458,55637,28,CABLE CAN MALE - FEMALE 1.5M,90.00,2,90,2,0,0,,19,45.00,G122487,110,,,,Equipment : Machine Parts : Misc Parts,Texas : UL Houston - Distribution,,
V02458,55637,29,247846 KIT COVER HEATER POLY H25,225.00,2,225,2,0,0,,19,112.50,G247846,110,,,,Equipment : Machine Parts : Misc Parts,Texas : UL Houston - Distribution,,
V02458,55637,30,LABEL SAFETY BURN - DROP SHIP,.00,2,0,2,0,0,,19,.00,G189285,110,,,,Equipment : Machine Parts : Misc Parts,Texas : UL Houston - Distribution,,
V02458,55637,31,123408 HARNESS M8 X THEERMAL SWITCH 3PIN,291.00,2,291,2,0,0,,19,145.50,G123408,110,,,,Equipment : Machine Parts : Misc Parts,Texas : UL Houston - Distribution,,
V02458,55637,32,HARNESSM12,448.80,2,448.8,2,0,0,,19,224.40,G123303,110,,,,Equipment : Machine Parts : Misc Parts,Texas : UL Houston - Distribution,,
V03105,55639,1,UL KG 8663 SIDE A OE (250 GALLON TOTE),31677.77,750,31677.765,750,0,0,,19,42.23702,C-TULKG8663A-OE,110,,,,Chemical : Aliphatics,Texas : UL Bedford - Distribution,Ground Effects - Plant 28 - MatchPlate,U3968
V03105,55639,2,UL KG 8663B-BLACK-OE  WINTER GRADE UN2735 AMINES LIQUID CORROSIVE N.O.S (Polyoxypropylenediamine) Class 8 PG III CORROSIVE,25227.60,750,25227.6,750,0,0,,19,33.6368,C-TULKG8663B-BLACK-OE-WG,110,,,,Chemical : Aliphatics,Texas : UL Bedford - Distribution,Ground Effects - Plant 28 - MatchPlate,U3968
V03105,55640,1,POLYPRIME 21 SIDE A (2 GALLON BUCKET),126.83,6,126.82998,6,0,0,,19,21.13833,CO-ULPM32A,110,,,,Primers,Texas : UL Houston - Distribution,NORTH TRAIL RV,G0355
V03105,55640,2,POLYPRIME 21 SIDE B (1 GALLON CAN),133.09,.6,133.086,.6,0,0,,19,221.81,CO-ULPM32B,110,,,,Primers,Texas : UL Houston - Distribution,NORTH TRAIL RV,G0355
V02641,55642,1,UL MPL 55 TOTE COAT A 250 GAL,34776.00,19320,,,0,0,,19,1.80,C-TULMPL55A,110,,,,Chemical : HP,Texas : UL Bedford - Distribution,GROUND EFFECTS-SILAO,U2974
V02641,55642,2,UL MPL 55 TOTE COAT B BLK 250 GAL TOTE,31363.20,17424,,,0,0,,19,1.80,C-TULMPL55B-BL,110,,,,Chemical : HP,Texas : UL Bedford - Distribution,GROUND EFFECTS-SILAO,U2974
V02641,55643,1,UL MPL 55 TOTE COAT A 250 GAL,34776.00,19320,,,0,0,,19,1.80,C-TULMPL55A,110,,,,Chemical : HP,Texas : UL Bedford - Distribution,GROUND EFFECTS-SILAO,U2974
V02641,55643,2,UL MPL 55 TOTE COAT B BLK 250 GAL TOTE,31363.20,17424,,,0,0,,19,1.80,C-TULMPL55B-BL,110,,,,Chemical : HP,Texas : UL Bedford - Distribution,GROUND EFFECTS-SILAO,U2974
V02641,55644,1,UL MPL 55 TOTE COAT A 250 GAL,34776.00,19320,,,0,0,,19,1.80,C-TULMPL55A,110,,,,Chemical : HP,Texas : UL Bedford - Distribution,GROUND EFFECTS-SILAO,U2974
V02641,55644,2,UL MPL 55 TOTE COAT B BLK 250 GAL TOTE,31363.20,17424,,,0,0,,19,1.80,C-TULMPL55B-BL,110,,,,Chemical : HP,Texas : UL Bedford - Distribution,GROUND EFFECTS-SILAO,U2974
V03771,55645,1,Luxor MMGB6040 60" W x 40" H Double-sided mobile magnetic glass marker board - Drop ship,451.76,1,451.76,1,0,0,,2,451.76,A-MMGB6040,110,,,,Equipment : Machine Parts : Misc Parts,Alabama : Off Site Inventory,LINE-X of Odessa,F1284
V03771,55645,2,Freight Charge,286.96,1,,,0,0,,2,286.96,Freight,1767,,,,Freight : Direct,,LINE-X of Odessa,F1284
V02641,55646,1,UL MPL 55 TOTE COAT A 250 GAL,34776.00,19320,,,0,0,,19,1.80,C-TULMPL55A,110,,,,Chemical : HP,Texas : UL Bedford - Distribution,GROUND EFFECTS-SILAO,U2974
V02641,55646,2,UL MPL 55 TOTE COAT B BLK 250 GAL TOTE,31363.20,17424,,,0,0,,19,1.80,C-TULMPL55B-BL,110,,,,Chemical : HP,Texas : UL Bedford - Distribution,GROUND EFFECTS-SILAO,U2974
V02641,55647,1,UL MPL 55 TOTE COAT A 250 GAL,34776.00,19320,,,0,0,,19,1.80,C-TULMPL55A,110,,,,Chemical : HP,Texas : UL Bedford - Distribution,GROUND EFFECTS-SILAO,U2974
V02641,55647,2,UL MPL 55 TOTE COAT B BLK 250 GAL TOTE,31363.20,17424,,,0,0,,19,1.80,C-TULMPL55B-BL,110,,,,Chemical : HP,Texas : UL Bedford - Distribution,GROUND EFFECTS-SILAO,U2974
V02641,55648,1,UL MPL 55 TOTE COAT A 250 GAL,34776.00,19320,,,0,0,,19,1.80,C-TULMPL55A,110,,,,Chemical : HP,Texas : UL Bedford - Distribution,GROUND EFFECTS-SILAO,U2974
V02641,55648,2,UL MPL 55 TOTE COAT B BLK 250 GAL TOTE,31363.20,17424,,,0,0,,19,1.80,C-TULMPL55B-BL,110,,,,Chemical : HP,Texas : UL Bedford - Distribution,GROUND EFFECTS-SILAO,U2974
V02641,55649,1,UL MPL 55 TOTE COAT A 250 GAL,34776.00,19320,,,0,0,,19,1.80,C-TULMPL55A,110,,,,Chemical : HP,Texas : UL Bedford - Distribution,GROUND EFFECTS-SILAO,U2974
V02641,55649,2,UL MPL 55 TOTE COAT B BLK 250 GAL TOTE,31363.20,17424,,,0,0,,19,1.80,C-TULMPL55B-BL,110,,,,Chemical : HP,Texas : UL Bedford - Distribution,GROUND EFFECTS-SILAO,U2974
V03105,55650,1,UL KG 8663 HP 1:1 COAT A DR,29451.38,700,29451.38,700,0,0,,19,42.0734,C-DULKG8663A,110,,,,Chemical : HP,Texas : UL Bedford - Distribution,1 Global Service,U3885
V03105,55650,2,UL KG 8663 HP 1:1 COAT B BLK DR*** SUMMER BLEND ***,33312.60,900,33312.6,900,0,0,,19,37.014,C-DULKG8663B-BL,110,,,,Chemical : HP,Texas : UL Bedford - Distribution,1 Global Service,U3885
V03105,55651,1,UL KG 8663 SIDE A OE (250 GALLON TOTE),30691.65,750,30691.65,750,0,0,,19,40.9222,C-TULKG8663A-OE,110,,,,Chemical : Aliphatics,Texas : UL Bedford - Distribution,DEE ZEE INC.,U3018
V03105,55651,2,UL KG 8663B-BLACK-OE  WINTER GRADE UN2735 AMINES LIQUID CORROSIVE N.O.S (Polyoxypropylenediamine) Class 8 PG III CORROSIVEWINTER BLEND,24464.22,750,24464.223,750,0,0,,19,32.618964,C-TULKG8663B-BLACK-OE-WG,110,,,,Chemical : Aliphatics,Texas : UL Bedford - Distribution,DEE ZEE INC.,U3018
V02594,55652,1,2" PLATED COMBINATION NIPPLE,76.02,14,76.02,14,0,0,,19,5.43,F-STC25,110,,,,Equipment : Machine Parts : Misc Parts,Texas : UL Houston - Distribution,,
V02594,55652,2,K SERIES 3/8 MNPT SWVL X 3/8 CRIMP,70.00,20,-52.5,-15,0,0,,19,3.50,F-CRIMP-6M-6F-MPX,110,,,,Equipment : Machine Parts : Misc Parts,Texas : UL Houston - Distribution,,
V02594,55652,3,COUPLG-6-6 Coupler Plug 1/2 X 1/2,101.25,15,101.25,15,0,0,,19,6.75,F-BARB-8M-8M-COU,110,,,,Equipment : Machine Parts : Misc Parts,Texas : UL Houston - Distribution,,
V02594,55652,4,1" MNPT X 1" FNPT SWIVEL,123.80,20,-61.9,-10,0,0,,19,6.19,F-1404-16M-16F,110,,,,Equipment : Machine Parts : Misc Parts,Texas : UL Houston - Distribution,,
V02594,55652,6,SS316 1" 45 DEGREE THREADED ELLBOW,68.14,10,68.1375,10,0,0,,19,6.81375,F-ELB-16F-16F-SS-45,110,,,,Equipment : Machine Parts : Misc Parts,Texas : UL Houston - Distribution,,
V02594,55652,7,3/8"X1/4" MNPT REDUCER,5.55,15,-3.7,-10,0,0,,19,.37,F-5404-6M-4M,110,,,,Equipment : Machine Parts : Misc Parts,Texas : UL Houston - Distribution,,
V02594,55652,8,5/8" MALE JIC X 1/4" MALE NPT,45.40,20,-22.7,-10,0,0,,19,2.27,F-2404-10M-4M,110,,,,Equipment : Machine Parts : Misc Parts,Texas : UL Houston - Distribution,,
